date,open,high,low,close,volume
2016-06-06,93.75142999028249,95.1842336408406,93.69208317006196,94.6585922241211,1137600.0
2016-06-07,94.76881261400527,95.44706758028381,94.76881261400527,94.83663940429688,1101100.0
2016-06-08,95.15883149220151,96.46446843453619,94.62470993465021,96.37120819091797,1450200.0
2016-06-09,95.98118521060046,96.25248589273667,95.39619048698984,96.17618560791016,1765800.0
2016-06-10,95.7607414386116,96.71029696161993,95.27748694661581,96.42204284667969,1847200.0
2016-06-13,96.19315825078885,97.04945382727408,95.56577651106372,95.70142364501953,1283800.0
2016-06-14,95.29446613216152,95.90489434399399,94.91294526560667,95.33685302734375,1212800.0
2016-06-15,95.4385844402168,95.98118580786571,94.81967631894804,94.95532989501953,1454900.0
2016-06-16,94.2940251260432,95.1757538743215,93.34446959674703,95.05706024169922,1159100.0
2016-06-17,95.16727369469803,95.64204822411499,94.37032519033284,95.04010009765625,1579200.0
2016-06-20,96.09988926497083,96.90531790141627,95.34533395890584,95.48098754882812,1401500.0
2016-06-21,95.743820852887,95.743820852887,94.53144422428224,94.82817840576172,1393900.0
2016-06-22,95.15883829376995,95.76078670212667,94.7094969796671,95.68448638916016,1075300.0
2016-06-23,96.82053465716533,97.67683018648161,96.65097413198085,97.66835021972656,1383300.0
2016-06-24,95.0740345495253,95.45554895684843,93.07318934900199,93.50557708740234,1903400.0
2016-06-27,92.36948122186597,92.64078187932364,90.13124918076078,90.72472381591797,1761100.0
2016-06-28,91.5640692944238,92.62383861496112,90.74168726675587,91.97102355957031,1345600.0
2016-06-29,93.2342534408102,93.85315501320804,93.02229960702398,93.8107681274414,1315800.0
2016-06-30,94.10750216785048,95.28596496582031,93.43772727712442,95.28596496582031,1322200.0
2016-07-01,95.39620246707707,96.60010545929423,94.97229469373394,96.13380432128906,1436400.0
2016-07-05,95.29445396161454,95.77770848954312,94.07359769387146,94.51446533203125,1087400.0
2016-07-06,96.22706873386439,96.23554870082944,93.36145439003245,94.81121826171875,1389200.0
2016-07-07,95.0825064549657,95.76075495140684,94.38729802683025,94.8196792602539,716200.0
2016-07-08,95.26055222363662,97.47335124549078,94.86207789481182,97.27835083007812,1024000.0
2016-07-11,97.4224701831816,97.92267816163883,96.82899552545352,96.95616912841797,988300.0
2016-07-12,97.70225881261851,99.47419661473896,97.58356515716383,99.1859359741211,1344400.0
2016-07-13,99.58441406191248,99.76245455181329,98.63485831412218,99.66072082519531,880900.0
2016-07-14,100.12699726123168,100.65264513685446,99.9065634465101,100.33895111083984,940400.0
2016-07-15,100.7459294054707,101.00027020474415,99.33007890439076,100.88157653808594,988100.0
2016-07-18,100.64417827628573,100.89004555004294,100.24570395220746,100.60179138183594,579500.0
2016-07-19,100.39829810359657,100.53395167237308,99.80482991099481,100.19482421875,603400.0
2016-07-20,100.10158053160336,100.72048872175586,99.83027981758347,100.2711410522461,480900.0
2016-07-21,100.16940940552293,100.27114313269166,99.491154372241,99.77093505859375,660900.0
2016-07-22,99.74551592907298,100.11855042937913,99.43182179924433,99.78790283203125,571900.0
