date,open,high,low,close,volume
2021-06-10,395.0374175201594,396.59718157596666,393.72049815041606,395.6445007324219,51020100
2021-06-11,396.1956153911513,396.41041324763955,394.90671424062083,396.29833984375,45570800
2021-06-14,396.4103860815458,397.2883323557152,395.1682012696967,397.18560791015625,42358500
2021-06-15,397.335069122236,397.37240792096816,395.5791764832327,396.4571228027344,51508500
2021-06-16,396.5972469543856,396.82139377668875,392.19819454927307,394.24359130859375,80386100
2021-06-17,393.832609480347,395.0934636810587,391.6377438115296,394.11279296875,90949700
2021-06-18,390.82940868218697,391.52280806426444,388.5899013988071,388.7960510253906,118676300
2021-06-21,390.5576558078238,394.5494491775668,389.74243684552914,394.3620300292969,72822000
2021-06-22,394.352679752593,397.3043454678535,393.6311417670724,396.4703674316406,57700300
2021-06-23,396.5453419827774,397.35118140093033,395.908162638729,395.99249267578125,49445400
2021-06-24,398.13831292432985,398.75673318670397,397.88529422084855,398.3350830078125,45110300
2021-06-25,399.08464970632076,400.1997276924306,398.75668054638095,399.74993896484375,58129500
2021-06-28,400.2746860652061,400.72444617337635,399.07527811651687,400.5557861328125,53159600
2021-06-29,400.9400834258965,401.5772628150839,400.2373044711945,400.77142333984375,35970500
2021-06-30,400.3122760719077,401.78343362434913,400.28416605608436,401.1087646484375,64827900
2021-07-01,401.86769002620366,403.48877689800884,401.802090469254,403.3294677734375,53441000
2021-07-02,404.49143596219454,406.7684327334074,403.41381877275404,406.412353515625,57697700
2021-07-06,406.4685771019908,406.68410626099694,402.9359520976346,405.6720886230469,68710400
2021-07-07,406.35609357661275,407.3868415804875,404.3414666485789,407.105712890625,63549500
2021-07-08,401.78335917623605,404.54763413664995,400.60268153812575,403.78863525390625,97595200
2021-07-09,405.29729335492465,408.39888874783514,403.59187628680496,408.0990295410156,76238600
2021-07-12,408.01462234463963,409.8137486491912,407.5835926889374,409.56072998046875,52889600
2021-07-13,408.77377283396027,410.27304054469914,407.90233366447285,408.1647033691406,52911300
2021-07-14,409.8606497735151,410.3479281135863,407.52743297051677,408.773681640625,64130400
2021-07-15,407.4336919439351,408.1083607813638,405.4752849871555,407.3774719238281,55126400
2021-07-16,408.5581415441631,408.60498202795424,403.7886192907794,404.1821594238281,75874700
2021-07-19,399.35647556745073,404.24781810954704,395.4021716073947,398.2132873535156,147987000
2021-07-20,398.87861868058843,405.1942788329913,398.08213008287646,403.9198913574219,99608200
2021-07-21,405.11921642523396,407.33064212666307,403.87296781863677,407.1900634765625,64724400
2021-07-22,407.36808629960854,408.2863942745382,406.38420736629706,408.0427551269531,47878500
2021-07-23,409.97307688921177,412.57804279229185,409.28905708130054,412.24072265625,63766600
2021-07-26,411.65041860813767,413.2621261186514,411.60357811733337,413.25274658203125,43719200
2021-07-27,412.2126221686252,412.24073218061153,408.53941855758904,411.3692932128906,67397100
2021-07-28,411.99714163798257,412.5781010183634,409.77636464052375,411.2006530761719,52472400
2021-07-29,412.12830695326727,413.9836250033735,412.11892741688575,412.9060363769531,47435300
2021-07-30,410.33855849930256,412.3531856804309,410.207359374989,410.9007873535156,68951200
2021-08-02,412.6156137242241,413.1684631203234,409.68267804628834,410.03875732421875,58783300
2021-08-03,410.8352364844253,413.49642287388605,408.6425694296475,413.3746032714844,58053900
2021-08-04,412.0907753400313,413.34640345264876,411.1068963894126,411.3411560058594,46732200
2021-08-05,412.5030891792091,414.0304665079831,412.1844995210822,413.9461364746094,38969700
2021-08-06,414.26472732503214,415.0518362349307,413.9835986168319,414.6301574707031,46930000
2021-08-09,414.60205680992107,414.92064647614995,413.5244682278816,414.2928466796875,41222600
2021-08-10,414.74262797604996,415.52038600343246,414.05860812109773,414.8082275390625,43339300
2021-08-11,415.87647880877864,415.9326988371535,414.75202104898426,415.8389892578125,44034300
2021-08-12,415.68905723891174,417.22581426197354,414.78950819398324,417.0852355957031,38909400
